<NOISE> 1.0	NSN
慣れる 1.0	n a r e r u
島 1.0	t o u
用意 1.0	y o u i
挨拶 1.0	a i s a ts u
約束 1.0	y a k u s o k u
迎える 1.0	m u k a e r u
直す 1.0	n a o s u
通う 1.0	k a y o u
い 1.0	i
答え 1.0	k o t a e
チェック 1.0	ch e - k u
石 1.0	i sh i
厳しい 1.0	k i b i sh i i
別れる 1.0	w a k a r e r u
びっくり 1.0	b i - k u r i
寂しい 1.0	s a b i sh i i
漸と 1.0	y a - t o
味 1.0	m i
仰る 1.0	o - sh a r u
残念 1.0	z a N n e N
負ける 1.0	m a k e r u
下げる 1.0	s a g e r u
値段 1.0	n e d a N
会話 1.0	k a i w a
空気 1.0	k u u k i
包む 1.0	ts u ts u m u
字 1.0	j i
恥ずかしい 1.0	h a z u k a sh i i
放送 1.0	h o u s o u
勝つ 1.0	k a ts u
申す 1.0	m o u s u
亡くなる 1.0	n a k u n a r u
ガラス 1.0	g a r a s u
特別 1.0	t o k u b e ts u
喧嘩 1.0	k e N k a
近所 1.0	k i N j o
失敗 1.0	sh i - p a i
随分 1.0	z u i b u N
専門 1.0	s e N m o N
研究 1.0	k e N ky u u
世話 1.0	s e w a
具合 1.0	g u a i
集まる 1.0	a ts u m a r u
急ぐ 1.0	i s o g u
表 1.0	hy o u
足りる 1.0	t a r i r u
どんどん 1.0	d o N d o N
すっかり 1.0	s u - k a r i
将来 1.0	sh o u r a i
悲しい 1.0	k a n a sh i i
背中 1.0	s e n a k a
準備 1.0	j u N b i
とく 1.0	t o k u
空く 1.0	s u k u
社長 1.0	sh a ch o u
下がる 1.0	s a g a r u
偶に 1.0	t a m a n i
先輩 1.0	s e N p a i
御陰 1.0	o k a g e
大抵 1.0	t a i t e i
珍しい 1.0	m e z u r a sh i i
住所 1.0	j u u sh o
両方 1.0	ry o u h o u
都 1.0	t o
森 1.0	m o r i
失礼 1.0	sh i ts u r e i
ビル 1.0	b i r u
参る 1.0	m a i r u
安全 1.0	a N z e N
趣味 1.0	sh u m i
熱 1.0	n e ts u
真面目 1.0	m a j i m e
遅れる 1.0	o k u r e r u
集める 1.0	a ts u m e r u
卒業 1.0	s o ts u gy o u
布団 1.0	f u t o N
育てる 1.0	s o d a t e r u
案内 1.0	a N n a i
喉 1.0	n o d o
鳴る 1.0	n a r u
湯 1.0	y u
機会 1.0	k i k a i
スーパー 1.0	s u : p a :
塗る 1.0	n u r u
戦争 1.0	s e N s o u
計画 1.0	k e i k a k u
倍 1.0	b a i
そろそろ 1.0	s o r o s o r o
倒れる 1.0	t a o r e r u
試験 1.0	sh i k e N
赤ちゃん 1.0	a k a ch a N
区 1.0	k u
触る 1.0	s a w a r u
適当 1.0	t e k i t o u
帰り 1.0	k a e r i
億 1.0	o k u
邪魔 1.0	j a m a
光る 1.0	h i k a r u
鏡 1.0	ky o u
壊れる 1.0	k o w a r e r u
成る程 1.0	n a r u h o d o
楽しみ 1.0	t a n o sh i m i
技術 1.0	g i j u ts u
承知 1.0	sh o u ch i
虫 1.0	m u sh i
製 1.0	s e i
痩せる 1.0	y a s e r u
細かい 1.0	k o m a k a i
丁寧 1.0	t e i n e i
素晴らしい 1.0	s u b a r a sh i i
政治 1.0	s e i j i
毛 1.0	m o u
噛む 1.0	k a m u
怪我 1.0	k e g a
寄る 1.0	y o r u
伺う 1.0	u k a g a u
泊まる 1.0	t o m a r u
休み 1.0	y a s u m i
歴史 1.0	r e k i sh i
踏む 1.0	f u m u
叱る 1.0	sh i k a r u
米 1.0	b e i
星 1.0	h o sh i
交通 1.0	k o u ts u u
畳 1.0	j o u
遠く 1.0	t o o k u
遊び 1.0	a s o b i
太る 1.0	f u t o r u
軒 1.0	k e N
たがる 1.0	t a g a r u
訪ねる 1.0	t a z u n e r u
草 1.0	k u s a
漫画 1.0	m a N g a
入院 1.0	ny u u i N
移る 1.0	u ts u r u
成る可く 1.0	n a r u b e k u
固い 1.0	k a t a i
以内 1.0	i n a i
雲 1.0	k u m o
遠慮 1.0	e N ry o
塵 1.0	g o m i
宅 1.0	t a k u
教育 1.0	ky o u i k u
道具 1.0	d o u g u
治る 1.0	n a o r u
小説 1.0	sh o u s e ts u
葉 1.0	y o u
空港 1.0	k u u k o u
昼間 1.0	h i r u m a
てく 1.0	t e k u
留守 1.0	r u s u
季節 1.0	k i s e ts u
止む 1.0	y a m u
間違える 1.0	m a ch i g a e r u
濡れる 1.0	n u r e r u
プレゼント 1.0	p u r e z e N t o
経済 1.0	k e i z a i
申し上げる 1.0	m o u sh i a g e r u
汚れる 1.0	y o g o r e r u
投げる 1.0	n a g e r u
出発 1.0	sh u - p a ts u
真ん中 1.0	m a N n a k a
田舎 1.0	i n a k a
機械 1.0	k i k a i
試合 1.0	sh i a i
祖母 1.0	s o b o
謝る 1.0	a y a m a r u
法律 1.0	h o u r i ts u
吊る 1.0	ts u r u
大分 1.0	d a i b u
予約 1.0	y o y a k u
揺れる 1.0	y u r e r u
工場 1.0	k o u j o u
味噌 1.0	m i s o
褒める 1.0	h o m e r u
今夜 1.0	k o ny a
文化 1.0	b u N k a
着物 1.0	k i m o n o
届ける 1.0	t o d o k e r u
人形 1.0	n i N gy o u
拾う 1.0	h i r o u
騒ぐ 1.0	s a w a g u
親切 1.0	sh i N s e ts u
スーツ 1.0	s u : ts u
込む 1.0	k o m u
盗む 1.0	n u s u m u
枝 1.0	e d a
手伝う 1.0	t e ts u d a u
滑る 1.0	s u b e r u
踊る 1.0	o d o r u
壊す 1.0	k o w a s u
アルバイト 1.0	a r u b a i t o
部長 1.0	b u ch o u
糸 1.0	i t o
店員 1.0	t e n i N
コンピューター 1.0	k o N py u : t a :
習慣 1.0	sh u u k a N
土産 1.0	m i y a g e
湖 1.0	m i z u u m i
乾く 1.0	k a w a k u
ガス 1.0	g a s u
祝い 1.0	i w a i
複雑 1.0	f u k u z a ts u
祖父 1.0	s o f u
柔らかい 1.0	y a w a r a k a i
金持ち 1.0	k a n e m o ch i
ケーキ 1.0	k e : k i
祈る 1.0	i n o r u
品物 1.0	sh i n a m o n o
嬢 1.0	j o u
到頭 1.0	t o u t o u
隅 1.0	s u m i
台風 1.0	t a i f u u
建て 1.0	d a t e
出席 1.0	sh u - s e k i
下りる 1.0	o r i r u
間に合う 1.0	m a n i a u
此の頃 1.0	k o n o g o r o
下着 1.0	sh i t a g i
会場 1.0	k a i j o u
受け付け 1.0	u k e ts u k e
教会 1.0	ky o u k a i
パート 1.0	p a : t o
正月 1.0	sh o u g a ts u
国際 1.0	k o k u s a i
パパ 1.0	p a p a
砂 1.0	s u n a
髭 1.0	h i g e
棚 1.0	t a n a
神社 1.0	j i N j a
片付ける 1.0	k a t a d u k e r u
会議 1.0	k a i g i
ベル 1.0	b e r u
アジア 1.0	a j i a
飾る 1.0	k a z a r u
玩具 1.0	o m o ch a
招待 1.0	sh o u t a i
科学 1.0	k a g a k u
焼ける 1.0	y a k e r u
海岸 1.0	k a i g a N
ガソリン 1.0	g a s o r i N
旅館 1.0	ry o k a N
カーテン 1.0	k a : t e N
林 1.0	r i N
ピアノ 1.0	p i a n o
見舞い 1.0	m i m a i
折れる 1.0	o r e r u
中止 1.0	ch u u sh i
オーバー 1.0	o : b a :
入学 1.0	ny u u g a k u
引っ越す 1.0	h i - k o s u
割れる 1.0	w a r e r u
規則 1.0	k i s o k u
熱心 1.0	n e - sh i N
指輪 1.0	y u b i w a
市民 1.0	sh i m i N
直る 1.0	n a o r u
港 1.0	m i n a t o
浅い 1.0	a s a i
割合 1.0	w a r i a i
支度 1.0	sh i t a k u
アルコール 1.0	a r u k o : r u
赤ん坊 1.0	a k a N b o u
見物 1.0	k e N b u ts u
故障 1.0	k o sh o u
馳走 1.0	ch i s o u
折る 1.0	o r u
課長 1.0	k a ch o u
坂 1.0	s a k a
空しい 1.0	m u n a sh i i
眠い 1.0	n e m u i
差し上げる 1.0	s a sh i a g e r u
用事 1.0	y o u j i
発音 1.0	h a ts u o N
不便 1.0	f u b e N
輸入 1.0	y u ny u u
足す 1.0	t a s u
泥棒 1.0	d o r o b o u
冷える 1.0	h i e r u
苛める 1.0	i j i m e r u
文学 1.0	b u N g a k u
景色 1.0	k e sh i k i
地震 1.0	j i sh i N
人口 1.0	j i N k o u
捕まえる 1.0	ts u k a m a e r u
日記 1.0	n i - k i
盛ん 1.0	s a k a N
西洋 1.0	s e i y o u
サラダ 1.0	s a r a d a
取り替える 1.0	t o r i k a e r u
植える 1.0	u e r u
テキスト 1.0	t e k i s u t o
注射 1.0	ch u u sh a
校長 1.0	k o u ch o u
電灯 1.0	d e N t o u
乗り換える 1.0	n o r i k a e r u
暮れる 1.0	k u r e r u
生産 1.0	s e i s a N
コンサート 1.0	k o N s a : t o
医学 1.0	i g a k u
レジ 1.0	r e j i
おや 1.0	o y a
退院 1.0	t a i i N
些とも 1.0	ch i - t o m o
翻訳 1.0	h o ny a k u
アナウンサー 1.0	a n a u N s a :
スクリーン 1.0	s u k u r i : N
家内 1.0	k a n a i
テニス 1.0	t e n i s u
苦い 1.0	n i g a i
火事 1.0	k a j i
手袋 1.0	t e b u k u r o
数学 1.0	s u u g a k u
置き 1.0	o k i
引き出し 1.0	h i k i d a sh i
拝見 1.0	h a i k e N
水道 1.0	s u i d o u
暖房 1.0	d a N b o u
水泳 1.0	s u i e i
乗り物 1.0	n o r i m o n o
特急 1.0	t o - ky u u
葡萄 1.0	b u d o u
売り場 1.0	u r i b a
競争 1.0	ky o u s o u
写す 1.0	u ts u s u
産業 1.0	s a N gy o u
アクセサリー 1.0	a k u s e s a r i :
郊外 1.0	k o u g a i
サンダル 1.0	s a N d a r u
沸く 1.0	w a k u
アフリカ 1.0	a f u r i k a
急行 1.0	ky u u k o u
屋上 1.0	o k u j o u
掏摸 1.0	s u r i
工業 1.0	k o u gy o u
絹 1.0	k i n u
レポート 1.0	r e p o : t o
講義 1.0	k o u g i
小鳥 1.0	k o t o r i
押し入れ 1.0	o sh i i r e
下宿 1.0	g e sh u k u
花見 1.0	h a n a m i
汽車 1.0	k i sh a
地理 1.0	ch i r i
昼休み 1.0	h i r u y a s u m i
オートバイ 1.0	o : t o b a i
サンドイッチ 1.0	s a N d o i - ch i
貿易 1.0	b o u e k i
冷房 1.0	r e i b o u
贈り物 1.0	o k u r i m o n o
スーツケース 1.0	s u : ts u k e : s u
召し上がる 1.0	m e sh i a g a r u
辞典 1.0	j i t e N
木綿 1.0	m o m e N
ステレオ 1.0	s u t e r e o
ステーキ 1.0	s u t e : k i
沸かす 1.0	w a k a s u
柔道 1.0	j u u d o u
ワープロ 1.0	w a : p u r o
ジャム 1.0	j a m u
学部 1.0	g a k u b u
文法 1.0	b u N p o u
浸ける 1.0	ts u k e r u
ハンバーグ 1.0	h a N b a : g u
電報 1.0	d e N p o u
エスカレーター 1.0	e s u k a r e : t a :
輸出 1.0	y u sh u ts u
床屋 1.0	t o k o y a
忘れ物 1.0	w a s u r e m o n o
寝坊 1.0	n e b o u
点く 1.0	ts u k u
講堂 1.0	k o u d o u
予習 1.0	y o sh u u
復習 1.0	f u k u sh u u
展覧 1.0	t e N r a N
的 1.0	t e k i
者 1.0	sh a
拠る 1.0	y o r u
日本 1.0	n i - p o N
さ 1.0	s a
就く 1.0	ts u k u
って 1.0	- t e
第 1.0	d a i
他 1.0	t a
性 1.0	s e i
対する 1.0	t a i s u r u
人間 1.0	n i N g e N
於く 1.0	o k u
知れる 1.0	sh i r e r u
化 1.0	k a
べし 1.0	b e sh i
大 1.0	d a i
得る 1.0	e r u
共 1.0	t o m o
数 1.0	s u u
全て 1.0	s u b e t e
すべて 1.0	s u b e t e
更に 1.0	s a r a n i
さらに 1.0	s a r a n i
不 1.0	f u
スピア 1.0	s u p i a
付く 1.0	ts u k u
可能 1.0	k a n o u
金 1.0	k a n e
相手 1.0	a i t e
唯 1.0	t a d a
感ずる 1.0	k a N z u r u
方法 1.0	h o u h o u
名 1.0	n a
らしい 1.0	r a sh i i
法 1.0	h o u
全く 1.0	m a - t a k u
生 1.0	n a m a
現在 1.0	g e N z a i
部 1.0	b u
存在 1.0	s o N z a i
り 1.0	r i
詰まり 1.0	ts u m a r i
情報 1.0	j o u h o u
氏 1.0	sh i
或る 1.0	a r u
トウキョウ 1.0	t o u ky o u
場 1.0	b a
パーセント 1.0	p a : s e N t o
地 1.0	ch i
結果 1.0	k e - k a
書 1.0	sh o
中国 1.0	ch u u g o k u
実 1.0	j i ts u
既に 1.0	s u d e n i
或いは 1.0	a r u i h a
部分 1.0	b u b u N
自然 1.0	sh i z e N
状態 1.0	j o u t a i
主義 1.0	sh u g i
与える 1.0	a t a e r u
人々 1.0	h i t o b i t o
多く 1.0	o o k u
実際 1.0	j i - s a i
違い 1.0	ch i g a i
姿 1.0	s u g a t a
一般 1.0	i - p a N
示す 1.0	sh i m e s u
小 1.0	sh o u
学 1.0	g a k u
なんて 1.0	n a N t e
こそ 1.0	k o s o
長 1.0	ch o u
従う 1.0	sh i t a g a u
元 1.0	m o t o
身 1.0	m i
求める 1.0	m o t o m e r u
関する 1.0	k a N s u r u
自身 1.0	j i sh i N
当時 1.0	t o u j i
内容 1.0	n a i y o u
可成 1.0	k a n a r i
地域 1.0	ch i i k i
彼の 1.0	a n o
感 1.0	k a N
活動 1.0	k a ts u d o u
意識 1.0	i sh i k i
程度 1.0	t e i d o
無 1.0	m u
理解 1.0	r i k a i
状況 1.0	j o u ky o u
俺 1.0	o r e
最も 1.0	m o - t o m o
当たる 1.0	a t a r u
例 1.0	r e i
重要 1.0	j u u y o u
中心 1.0	ch u u sh i N
其々 1.0	s o r e z o r e
然も 1.0	sh i k a m o
社 1.0	sh a
一方 1.0	i - p o u
使用 1.0	sh i y o u
機 1.0	k i
目的 1.0	m o k u t e k i
みたい 1.0	m i t a i
評価 1.0	hy o u k a
及び 1.0	o y o b i
個人 1.0	k o j i N
行動 1.0	k o u d o u
事件 1.0	j i k e N
のみ 1.0	n o m i
基本 1.0	k i h o N
型 1.0	k a t a
認める 1.0	m i t o m e r u
なり断定 1.0	n a r i
さえ 1.0	s a e
事実 1.0	j i j i ts u
昭和 1.0	sh o u w a
述べる 1.0	n o b e r u
館 1.0	k a N
新 1.0	sh i N
全体 1.0	z e N t a i
否 1.0	i y a
親 1.0	o y a
号 1.0	g o u
変化 1.0	h e N k a
当然 1.0	t o u z e N
起こる 1.0	o k o r u
精神 1.0	s e i sh i N
我々 1.0	w a r e w a r e
同時 1.0	d o u j i
約 1.0	y a k u
期 1.0	k i
関わる 1.0	k a k a w a r u
影響 1.0	e i ky o u
労働 1.0	r o u d o u
環境 1.0	k a N ky o u
様々 1.0	s a m a z a m a
世紀 1.0	s e i k i
図 1.0	z u
系 1.0	k e i
含む 1.0	f u k u m u
品 1.0	h i N
制度 1.0	s e i d o
効果 1.0	k o u k a
以前 1.0	i z e N
我が 1.0	w a g a
面 1.0	m e N
思い 1.0	o m o i
地方 1.0	ch i h o u
調査 1.0	ch o u s a
時期 1.0	j i k i
現われる 1.0	a r a w a r e r u
論 1.0	r o N
政府 1.0	s e i f u
自己 1.0	j i k o
感じ 1.0	k a N j i
確認 1.0	k a k u n i N
年間 1.0	n e N k a N
際 1.0	s a i
責任 1.0	s e k i n i N
企業 1.0	k i gy o u
辺り 1.0	a t a r i
事業 1.0	j i gy o u
つつ 1.0	ts u ts u
現実 1.0	g e N j i ts u
組織 1.0	s o sh i k i
管理 1.0	k a N r i
対象 1.0	t a i sh o u
明らか 1.0	a k i r a k a
保険 1.0	h o k e N
猶 1.0	n a o
逆 1.0	gy a k u
機能 1.0	k i n o u
国民 1.0	k o k u m i N
条件 1.0	j o u k e N
合わせる 1.0	a w a s e r u
表現 1.0	hy o u g e N
判断 1.0	h a N d a N
一体 1.0	i - t a i
気付く 1.0	k i d u k u
始め 1.0	h a j i m e
軍 1.0	g u N
土地 1.0	t o ch i
神 1.0	k a m i
願う 1.0	n e g a u
彼れ 1.0	a r e
絶対 1.0	z e - t a i
向ける 1.0	m u k e r u
都市 1.0	t o sh i
即ち 1.0	s u n a w a ch i
自ら 1.0	m i z u k a r a
限り 1.0	k a g i r i
章 1.0	sh o u
守る 1.0	m a m o r u
残す 1.0	n o k o s u
価値 1.0	k a ch i
奥 1.0	o k u
語る 1.0	k a t a r u
離れる 1.0	h a n a r e r u
国家 1.0	k o - k a
成す 1.0	n a s u
直接 1.0	ch o k u s e ts u
信ずる 1.0	sh i N z u r u
対応 1.0	t a i o u
行為 1.0	k o u i
経つ 1.0	t a ts u
役 1.0	y a k u
結局 1.0	k e - ky o k u
異なる 1.0	k o t o n a r u
奴 1.0	y a ts u
フランス 1.0	f u r a N s u
明治 1.0	m e i j i
一部 1.0	i ch i b u
但し 1.0	t a d a sh i
各 1.0	k a k u
同様 1.0	d o u y o u
失う 1.0	u sh i n a u
完全 1.0	k a N z e N
御前 1.0	o m a e
死 1.0	sh i
至る 1.0	i t a r u
人生 1.0	j i N s e i
ぞ 1.0	z o
不安 1.0	f u a N
能力 1.0	n o u ry o k u
報告 1.0	h o u k o k u
文字 1.0	m o j i
院 1.0	i N
決定 1.0	k e - t e i
無し 1.0	n a sh i
真 1.0	m a k o t o
繰り返す 1.0	k u r i k a e s u
互い 1.0	t a g a i
参加 1.0	s a N k a
量 1.0	ry o u
なんか 1.0	n a N k a
描く 1.0	e g a k u
期間 1.0	k i k a N
権 1.0	k e N
オオサカ 1.0	o o s a k a
機関 1.0	k i k a N
用いる 1.0	m o ch i i r u
様子 1.0	y o u s u
非 1.0	h i
振り 1.0	b u r i
ドイツ 1.0	d o i ts u
許す 1.0	y u r u s u
加える 1.0	k u w a e r u
限る 1.0	k a g i r u
主 1.0	n u sh i
省 1.0	sh o u
如何に 1.0	i k a n i
常 1.0	ts u n e
寧ろ 1.0	m u sh i r o
立場 1.0	t a ch i b a
条 1.0	j o u
代表 1.0	d a i hy o u
構造 1.0	k o u z o u
生ずる 1.0	sh o u z u r u
考え 1.0	k a N g a e
システム 1.0	sh i s u t e m u
局 1.0	ky o k u
たり断定 1.0	t a r i
位置 1.0	i ch i
高 1.0	k o u
友人 1.0	y u u j i N
商品 1.0	sh o u h i N
官 1.0	k a N
通ずる 1.0	ts u u z u r u
通す 1.0	t o o s u
具体 1.0	g u t a i
自動 1.0	j i d o u
派 1.0	h a
料 1.0	ry o u
期待 1.0	k i t a i
委員 1.0	i i N
軈て 1.0	y a g a t e
人物 1.0	j i N b u ts u
率 1.0	r i ts u
発生 1.0	h a - s e i
恐らく 1.0	o s o r a k u
性格 1.0	s e i k a k u
種 1.0	sh u
中央 1.0	ch u u o u
知識 1.0	ch i sh i k i
エド 1.0	e d o
士 1.0	sh i
次第 1.0	sh i d a i
身体 1.0	sh i N t a i
動き 1.0	u g o k i
殺す 1.0	k o r o s u
指導 1.0	sh i d o u
支配 1.0	sh i h a i
勧める 1.0	s u s u m e r u
少年 1.0	sh o u n e N
略 1.0	ry a k u
触れる 1.0	f u r e r u
事務 1.0	j i m u
嘗て 1.0	k a ts u t e
比較 1.0	h i k a k u
発見 1.0	h a - k e N
記憶 1.0	k i o k u
作業 1.0	s a gy o u
現代 1.0	g e N d a i
再 1.0	s a i
毎 1.0	g o t o
段階 1.0	d a N k a i
胸 1.0	m u n e
間違い 1.0	m a ch i g a i
種類 1.0	sh u r u i
過去 1.0	k a k o
認識 1.0	n i N sh i k i
自体 1.0	j i t a i
母親 1.0	h a h a o y a
イギリス 1.0	i g i r i s u
再び 1.0	f u t a t a b i
街 1.0	g a i
まあ 1.0	m a a
同 1.0	d o u
激しい 1.0	h a g e sh i i
イメージ 1.0	i m e : j i
サービス 1.0	s a : b i s u
方向 1.0	h o u k o u
額 1.0	h i t a i
経営 1.0	k e i e i
天皇 1.0	t e N n o u
流れる 1.0	n a g a r e r u
教授 1.0	ky o u j u
業 1.0	gy o u
主張 1.0	sh u ch o u
所為 1.0	s e i
選択 1.0	s e N t a k u
他人 1.0	t a n i N
故 1.0	y u e
費 1.0	h i
僅か 1.0	w a z u k a
抱く 1.0	i d a k u
努力 1.0	d o ry o k u
不思議 1.0	f u sh i g i
解決 1.0	k a i k e ts u
相 1.0	sh o u
党 1.0	t o u
記録 1.0	k i r o k u
構成 1.0	k o u s e i
所謂 1.0	i w a y u r u
正に 1.0	m a s a n i
表わす 1.0	a r a w a s u
発展 1.0	h a - t e N
開発 1.0	k a i h a ts u
役割 1.0	y a k u w a r i
成功 1.0	s e i k o u
態度 1.0	t a i d o
本人 1.0	h o N n i N
設定 1.0	s e - t e i
元々 1.0	m o t o m o t o
成長 1.0	s e i ch o u
夫婦 1.0	f u u f u
レベル 1.0	r e b e r u
ヨーロッパ 1.0	y o : r o - p a
政策 1.0	s e i s a k u
想像 1.0	s o u z o u
参照 1.0	s a N sh o u
詳しい 1.0	k u w a sh i i
全 1.0	z e N
王 1.0	o u
以来 1.0	i r a i
兎に角 1.0	t o n i k a k u
仲間 1.0	n a k a m a
事情 1.0	j i j o u
取れる 1.0	t o r e r u
超える 1.0	k o e r u
末 1.0	s u e
極めて 1.0	k i w a m e t e
基づく 1.0	m o t o d u k u
付き 1.0	ts u k i
避ける 1.0	s a k e r u
特徴 1.0	t o k u ch o u
広がる 1.0	h i r o g a r u
丸で 1.0	m a r u d e
最高 1.0	s a i k o u
本来 1.0	h o N r a i
全国 1.0	z e N k o k u
繋がる 1.0	ts u n a g a r u
実現 1.0	j i ts u g e N
感情 1.0	k a N j o u
体験 1.0	t a i k e N
作品 1.0	s a k u h i N
最大 1.0	s a i d a i
挙げる 1.0	a g e r u
保護 1.0	h o g o
器 1.0	k i
展開 1.0	t e N k a i
振る 1.0	f u r u
父親 1.0	ch i ch i o y a
新た 1.0	a r a t a
処理 1.0	sh o r i
感覚 1.0	k a N k a k u
馬鹿 1.0	b a k a
グループ 1.0	g u r u : p u
批判 1.0	h i h a N
差 1.0	s a
集団 1.0	sh u u d a N
規定 1.0	k i t e i
扠 1.0	s a t e
基準 1.0	k i j u N
命 1.0	i n o ch i
資料 1.0	sh i ry o u
距離 1.0	ky o r i
制 1.0	s e i
伴う 1.0	t o m o n a u
契約 1.0	k e i y a k u
隊 1.0	t a i
年齢 1.0	n e N r e i
学ぶ 1.0	m a n a b u
キョウト 1.0	ky o u t o
園 1.0	s o n o
担当 1.0	t a N t o u
思想 1.0	sh i s o u
突然 1.0	t o ts u z e N
健康 1.0	k e N k o u
近代 1.0	k i N d a i
諸 1.0	sh o
城 1.0	sh i r o
文 1.0	b u N
捉える 1.0	t o r a e r u
指摘 1.0	sh i t e k i
以降 1.0	i k o u
要求 1.0	y o u ky u u
ケース 1.0	k e : s u
師 1.0	sh i
被害 1.0	h i g a i
範囲 1.0	h a n i
重 1.0	j u u
応ずる 1.0	o u z u r u
消費 1.0	sh o u h i
形成 1.0	k e i s e i
丸 1.0	m a r u
宗教 1.0	sh u u ky o u
利益 1.0	r i e k i
希望 1.0	k i b o u
登場 1.0	t o u j o u
史 1.0	sh i
関心 1.0	k a N sh i N
流れ 1.0	n a g a r e
馬 1.0	u m a
障害 1.0	sh o u g a i
含める 1.0	f u k u m e r u
成立 1.0	s e i r i ts u
世 1.0	s e i
進める 1.0	s u s u m e r u
生む 1.0	u m u
データ 1.0	d e : t a
安定 1.0	a N t e i
作り 1.0	ts u k u r i
施設 1.0	sh i s e ts u
発表 1.0	h a - py o u
印象 1.0	i N sh o u
目指す 1.0	m e z a s u
科 1.0	k a
検討 1.0	k e N t o u
勝手 1.0	k a - t e
道路 1.0	d o u r o
表情 1.0	hy o u j o u
やら 1.0	y a r a
観 1.0	k a N
関連 1.0	k a N r e N
件 1.0	k e N
今回 1.0	k o N k a i
腰 1.0	k o sh i
住宅 1.0	j u u t a k u
敵 1.0	t e k i
協力 1.0	ky o u ry o k u
反応 1.0	h a N n o u
生命 1.0	s e i m e i
相当 1.0	s o u t o u
今後 1.0	k o N g o
日常 1.0	n i ch i j o u
老人 1.0	r o u j i N
通常 1.0	ts u u j o u
暮らす 1.0	k u r a s u
茶 1.0	ch a
且つ 1.0	k a ts u
共同 1.0	ky o u d o u
購入 1.0	k o u ny u u
分析 1.0	b u N s e k i
扱う 1.0	a ts u k a u
民族 1.0	m i N z o k u
抜く 1.0	n u k u
実施 1.0	j i - sh i
提供 1.0	t e i ky o u
愛 1.0	a i
参考 1.0	s a N k o u
出版 1.0	sh u - p a N
状 1.0	j o u
韓国 1.0	k a N k o k u
項 1.0	k o u
公 1.0	k o u
表示 1.0	hy o u j i
説 1.0	s e ts u
傾向 1.0	k e i k o u
ちゃんと 1.0	ch a N t o
果たす 1.0	h a t a s u
近付く 1.0	ch i k a d u k u
きちんと 1.0	k i ch i N t o
ごとし 1.0	g o t o sh i
戦後 1.0	s e N g o
我 1.0	w a r e
食う 1.0	k u u
問う 1.0	t o u
改革 1.0	k a i k a k u
共通 1.0	ky o u ts u u
界 1.0	k a i
平成 1.0	h e i s e i
ホーム 1.0	h o : m u
理論 1.0	r i r o N
満足 1.0	m a N z o k u
漸く 1.0	y o u y a k u
計算 1.0	k e i s a N
隠す 1.0	k a k u s u
組 1.0	k u m i
過ごす 1.0	s u g o s u
検査 1.0	k e N s a
まい 1.0	m a i
腹 1.0	h a r a
齎す 1.0	m o t a r a s u
交換 1.0	k o u k a N
一時 1.0	i ch i j i
疑問 1.0	g i m o N
開始 1.0	k a i sh i
周囲 1.0	sh u u i
愛する 1.0	a i s u r u
行政 1.0	gy o u s e i
若者 1.0	w a k a m o n o
前後 1.0	z e N g o
基礎 1.0	k i s o
現場 1.0	g e N b a
巻 1.0	k a N
体制 1.0	t a i s e i
値 1.0	a t a i
目標 1.0	m o k u hy o u
届く 1.0	t o d o k u
否定 1.0	h i t e i
規模 1.0	k i b o
戦 1.0	s e N
要する 1.0	y o u s u r u
及ぶ 1.0	o y o b u
特定 1.0	t o k u t e i
当てる 1.0	a t e r u
内部 1.0	n a i b u
取り引き 1.0	t o r i h i k i
攻撃 1.0	k o u g e k i
誕生 1.0	t a N j o u
受け取る 1.0	u k e t o r u
独立 1.0	d o k u r i ts u
結ぶ 1.0	m u s u b u
団体 1.0	d a N t a i
モデル 1.0	m o d e r u
手段 1.0	sh u d a N
維持 1.0	i j i
負担 1.0	f u t a N
メール 1.0	m e : r u
仮令 1.0	t a t o e
全員 1.0	z e n i N
販売 1.0	h a N b a i
記事 1.0	k i j i
変更 1.0	h e N k o u
移動 1.0	i d o u
割 1.0	w a r i
人気 1.0	n i N k i
旅 1.0	t a b i
追う 1.0	o u
監督 1.0	k a N t o k u
現象 1.0	g e N sh o u
笑い 1.0	w a r a i
伝統 1.0	d e N t o u
総 1.0	s o u
支える 1.0	s a s a e r u
姿勢 1.0	sh i s e i
望む 1.0	n o z o m u
同士 1.0	d o u sh i
定める 1.0	s a d a m e r u
自信 1.0	j i sh i N
物語 1.0	m o n o g a t a r i
兼ねる 1.0	k a n e r u
眺める 1.0	n a g a m e r u
最終 1.0	s a i sh u u
証明 1.0	sh o u m e i
ポイント 1.0	p o i N t o
過程 1.0	k a t e i
空間 1.0	k u u k a N
雰囲気 1.0	f u n i k i
像 1.0	z o u
付け 1.0	ts u k e
抱える 1.0	k a k a e r u
しも 1.0	sh i m o
対策 1.0	t a i s a k u
権利 1.0	k e N r i
豊か 1.0	y u t a k a
センター 1.0	s e N t a :
市場 1.0	sh i j o u
肩 1.0	k a t a
乗せる 1.0	n o s e r u
尤も 1.0	m o - t o m o
勝ち 1.0	g a ch i
納得 1.0	n a - t o k u
作成 1.0	s a k u s e i
受け入れる 1.0	u k e i r e r u
掴む 1.0	ts u k a m u
版 1.0	h a N
遂に 1.0	ts u i n i
教 1.0	ky o u
動かす 1.0	u g o k a s u
記す 1.0	sh i r u s u
価格 1.0	k a k a k u
