<NOISE> 1.0	NSN
กล้ำกลืน 1.0	k l a m3 k l ɯː n1
กวด 1.0	k u a̯ t̚2
กวน 1.0	k u a̯ n1
กวม 1.0	k u a̯ m1
กวยจั๊บ 1.0	k u a̯ j1 t͡ɕ a p̚4
กวยจี๊ 1.0	k u a̯ j1 t͡ɕ iː4
กวัก 1.0	k w a k̚2
กวาง 1.0	k w aː ŋ1
กวางตุ้ง 1.0	k w aː ŋ1 t u ŋ3
กวางมูส 1.0	k w aː ŋ1 m uː t̚3
กวาด 1.0	k w aː t̚2
กวาดต้อน 1.0	k w aː t̚2 t ɔː n3
กวาดล้าง 1.0	k w aː t̚2 l aː ŋ4
กวี 1.0	k a2 w iː1
กวีนิพนธ์ 1.0	k a2 w iː1 n i4 pʰ o n1
กว่า 1.0	k w aː2
กว้าง 1.0	k w aː ŋ3
กว้างใหญ่ 1.0	k w aː ŋ3 j a j2
กว้าน 1.0	k w aː n3
กษัตร 1.0	k a2 s a t̚2
กษัตร 1.0	k a2 s a t̚2 t r a2
กษัตรา 1.0	k r a2 s a t̚2 t r aː1
กษัตริย์ 1.0	k a2 s a t̚2
กษัตรี 1.0	k a2 s a t̚2 t r iː1
กษัตรีย์ 1.0	k a2 s a t̚2 t r iː1
กษาปณ์ 1.0	k a2 s aː p̚2
กษีร 1.0	k a2 s iː5 r a ʔ4
กษีระ 1.0	k a2 s iː5 r a ʔ4
กษีรามพุ 1.0	k a2 s iː5 r aː m1 pʰ u ʔ4
กษีรารณพ 1.0	k a2 s iː5 r aː1 r a4 n o p̚4
กสิ 1.0	k a2 s i ʔ2
กสิกร 1.0	k a2 s i2 k ɔː n1
กสิกรรม 1.0	k a2 s i2 k a m1
กอ 1.0	k ɔː1
กอก 1.0	k ɔː k̚2
กอง 1.0	k ɔː ŋ1
กองกำลัง 1.0	k ɔː ŋ1 k a m1 l a ŋ1
กองทัพ 1.0	k ɔː ŋ1 tʰ a p̚4
กองทัพบก 1.0	k ɔː ŋ1 tʰ a p̚4 b o k̚2
กองทัพมด 1.0	k ɔː ŋ1 tʰ a p̚4 m o t̚4
กองทัพเดินด้วยท้อง 1.0	k ɔː ŋ1 tʰ a p̚4 d ɤː n1 d u a̯ j3 tʰ ɔː ŋ4
กองทัพเรือ 1.0	k ɔː ŋ1 tʰ a p̚4 r ɯ a̯1
กองทุน 1.0	k ɔː ŋ1 tʰ u n1
กองพล 1.0	k ɔː ŋ1 pʰ o n1
กองมรดก 1.0	k ɔː ŋ1 m ɔː1 r a4 d o k̚2
กองหนุน 1.0	k ɔː ŋ1 n u n5
กองเรือ 1.0	k ɔː ŋ1 r ɯ a̯1
กอด 1.0	k ɔː t̚2
กอดเก้าอี้ 1.0	k ɔː t̚2 k a w3 ʔ iː3
กอบ 1.0	k ɔː p̚2
กอปร 1.0	k ɔː p̚2
กอริลลา 1.0	k ɔː1 r i n1 l aː3
กอริลลา 1.0	k ɔː1 r i l1 l aː3
กอลลัม 1.0	k ɔ n1 l a m3
กอล์ฟ 1.0	k ɔː p̚4
กอล์ฟ 1.0	k ɔː f4
กะ 1.0	k a ʔ2
กะจั๊ว 1.0	k a2 t͡ɕ u a̯4
กะจั๊ว 1.0	k a2 t͡ɕ u a̯ ʔ4
กะตือรือร้น 1.0	k a2 t ɯː1 r ɯː1 r o n4
กะตือรือล้น 1.0	k a2 t ɯː1 r ɯː1 l o n4
กะทะ 1.0	k a2 tʰ a ʔ4
กะทัดรัด 1.0	k a2 tʰ a t̚4 r a t̚4
กะทันหัน 1.0	k a2 tʰ a n1 h a n5
กะทิ 1.0	k a2 tʰ i ʔ4
กะทิ 1.0	k a1 tʰ i ʔ4
กะบัง 1.0	k a2 b a ŋ1
กะบังลม 1.0	k a2 b a ŋ1 l o m1
กะปิ 1.0	k a2 p i ʔ2
กะพริบ 1.0	k a2 pʰ r i p̚4
กะพรุน 1.0	k a2 pʰ r u n1
กะรุน 1.0	k a2 r u n1
กะละปังหา 1.0	k a2 l a4 p a ŋ1 h aː5
กะละแม 1.0	k a2 l a4 m ɛː1
กะลา 1.0	k a2 l aː1
กะลาธิปไตย 1.0	k a2 l aː1 tʰ i4 p a2 t a j1
กะลาสี 1.0	k a2 l aː1 s iː5
กะลาแลนด์ 1.0	k a2 l aː1 l ɛː n1
กะลาโหม 1.0	k a2 l aː1 h oː m5
กะหรี่ 1.0	k a2 r iː2
กะหรี่ปั๊บ 1.0	k a2 r iː2 p a p̚4
กะหล่ำ 1.0	k a2 l a m2
กะหล่ำดาว 1.0	k a2 l a m2 d aː w1
กะหล่ำปลี 1.0	k a2 l a m2 p l iː1
กะเทย 1.0	k a2 tʰ ɤː j1
กะเพรา 1.0	k a2 pʰ r a w1
กะเรียน 1.0	k a2 r i a̯ n1
กะเหรี่ยง 1.0	k a2 r i a̯ ŋ2
กะเอว 1.0	k a2 ʔ eː w1
กะโถน 1.0	k a2 tʰ oː n5
กะโหลก 1.0	k a2 l oː k̚2
กะได 1.0	k a2 d a j1
กัก 1.0	k a k̚2
กักกัน 1.0	k a k̚2 k a n1
กักขฬะ 1.0	k a k̚2 kʰ a2 l a ʔ2
กักขัง 1.0	k a k̚2 kʰ a ŋ5
กังฉิน 1.0	k a ŋ1 t͡ɕʰ i n5
กังฟู 1.0	k a ŋ1 f uː1
กังวล 1.0	k a ŋ1 w o n1
กังวาน 1.0	k a ŋ1 w aː n1
กังหัน 1.0	k a ŋ1 h a n5
กังหันน้ำ 1.0	k a ŋ1 h a n5 n aː m4
กังหันลม 1.0	k a ŋ1 h a n5 l o m1
กังหันไอน้ำ 1.0	k a ŋ1 h a n5 ʔ a j1 n aː m4
กังไส 1.0	k a ŋ1 s a j5
กัญชา 1.0	k a n1 t͡ɕʰ aː1
กัณฑ์ 1.0	k a n1
กัด 1.0	k a t̚2
กัดกร่อน 1.0	k a t̚2 k r ɔ n2
กัน 1.0	k a n1
กันกระสุน 1.0	k a n1 k r a2 s u n5
กันชน 1.0	k a n1 t͡ɕʰ o n1
กันดาร 1.0	k a n1 d aː n1
กันดาร 1.0	k a n1 d aː1 r a4
กันดารวิถี 1.0	k a n1 d aː1 r a4 w i4 tʰ iː5
กันดารวิถี 1.0	k a n1 d aː n1 w i4 tʰ iː5
กันดาล 1.0	k a n1 d aː n1
กันตรึม 1.0	k a n1 t r ɯ m1
กันนฑะ 1.0	k a n1 n a4 tʰ a ʔ4
กันยา 1.0	k a n1 j aː1
กันยายน 1.0	k a n1 j aː1 j o n1
กันย์ 1.0	k a n1
กันสาด 1.0	k a n1 s aː t̚2
กันและกัน 1.0	k a n1 l ɛ ʔ4 k a n1
กับ 1.0	k a p̚2
กับข้าว 1.0	k a p̚2 kʰ aː w3
กับดัก 1.0	k a p̚2 d a k̚2
กับระเบิด 1.0	k a p̚2 r a4 b ɤː t̚2
กับแกล้ม 1.0	k a p̚2 k l ɛː m3
กัมพูชา 1.0	k a m1 pʰ uː1 t͡ɕʰ aː1
กัมพูชาธิบดี 1.0	k a m1 pʰ uː1 t͡ɕʰ aː1 tʰ i4 b ɔː1 d iː1
กัมพูชาธิบดี 1.0	k a m1 pʰ uː1 t͡ɕʰ aː1 tʰ i p̚4 b ɔː1 d iː1
กัลบก 1.0	k a n1 l a4 b o k̚2
กัลปังหา 1.0	k a n1 l a4 p a ŋ1 h aː5
กัลปาวสาน 1.0	k a n1 l a4 p aː1 w a4 s aː n5
กัลยาณี 1.0	k a n1 l a4 j aː1 n iː1
กัวลาลัมเปอร์ 1.0	k u a̯1 l aː1 l a m1 p ɤː1
กัวเตมาลา 1.0	k u a̯1 t eː1 m aː1 l aː1
กัศมีร์ 1.0	k a t̚2 s a2 m iː5
กั่น 1.0	k a n2
กั้ง 1.0	k a ŋ3
กั้น 1.0	k a n3
กา 1.0	k aː1
กาก 1.0	k aː k̚2
กาก 1.0	k aː1 k a2
กากกะรุน 1.0	k aː k̚2 k a2 r u n1
กากน้ำตาล 1.0	k aː k̚2 n aː m4 t aː n1
กากบาท 1.0	k aː1 k a2 b aː t̚2
กากรุน 1.0	k aː k̚2 r u n1
กากี 1.0	k aː1 k iː1
กากเพชร 1.0	k aː k̚2 pʰ e t̚4
กาง 1.0	k aː ŋ1
กางเกง 1.0	k aː ŋ1 k eː ŋ1
กางเกงขาสั้น 1.0	k aː ŋ1 k eː ŋ1 kʰ aː5 s a n3
กางเกงใน 1.0	k aː ŋ1 k eː ŋ1 n a j1
กางเขน 1.0	k aː ŋ1 kʰ eː n5
กาชาด 1.0	k aː1 t͡ɕʰ aː t̚3
กาญจนบุรี 1.0	k aː n1 t͡ɕ a2 n a4 b u2 r iː1
กาญจนาภิเษก 1.0	k aː n1 t͡ɕ a2 n aː1 pʰ i4 s eː k̚2
กาฐมาณฑุ 1.0	k aː t̚2 m aː n1 d u ʔ2
กาด 1.0	k aː t̚2
กาตาร์ 1.0	k aː1 t aː3
กาตาลุญญา 1.0	k aː1 t aː1 l u n1 j aː3
กานต์ 1.0	k aː n1
กานท์ 1.0	k aː n1
กานพลู 1.0	k aː n1 pʰ l uː1
กานา 1.0	k aː1 n aː3
กาบ 1.0	k aː p̚2
กาบหอยแครง 1.0	k aː p̚2 h ɔ j5 kʰ r ɛː ŋ1
กาบอง 1.0	k aː1 b ɔ ŋ1
กาบูเวร์ดี 1.0	k aː1 b uː1 w eː1 d iː1
กาฝาก 1.0	k aː1 f aː k̚2
กาม 1.0	k aː m1
กามโรค 1.0	k aː m1 m a4 r oː k̚3
กาย 1.0	k aː j1
กาย 1.0	k aː j1 j a4
กายกรรม 1.0	k aː j1 j a4 k a m1
กายวิภาคศาสตร์ 1.0	k aː j1 w i4 pʰ aː k̚3 kʰ a4 s aː t̚2
กายอานา 1.0	k aː j1 ʔ aː1 n aː3
การ 1.0	k aː n1
การก 1.0	k aː1 r o k̚4
การกด 1.0	k aː n1 k o t̚2
การกบฏ 1.0	k aː n1 k a2 b o t̚2
การกรรโชก 1.0	k aː n1 k a n1 t͡ɕʰ oː k̚3
การกรอก 1.0	k aː n1 k r ɔː k̚2
การกรอง 1.0	k aː n1 k r ɔː ŋ1
การกระจัด 1.0	k aː n1 k r a2 t͡ɕ a t̚2
การกระทำ 1.0	k aː n1 k r a2 tʰ a m1
การกระพริบ 1.0	k aː n1 k r a2 pʰ r i p̚4
การกระโชก 1.0	k aː n1 k r a2 t͡ɕʰ oː k̚3
การกราบ 1.0	k aː n1 k r aː p̚2
การกลัวดอกพิกุลจะร่วง 1.0	k aː n1 k l u a̯1 d ɔː k̚2 pʰ i4 k u n1 t͡ɕ a2 r u a̯ ŋ3
การกลายพันธุ์ 1.0	k aː n1 k l aː j1 pʰ a n1
การกลืน 1.0	k aː n1 k l ɯː n1
การกอด 1.0	k aː n1 k ɔː t̚2
การกะ 1.0	k aː n1 k a ʔ2
การกะพริบ 1.0	k aː n1 k a2 pʰ r i p̚4
การกัด 1.0	k aː n1 k a t̚2
การกัดกร่อน 1.0	k aː n1 k a t̚2 k r ɔ n2
การกำกับ 1.0	k aː n1 k a m1 k a p̚2
การกำราบ 1.0	k aː n1 k a m1 r aː p̚2
การกำหนด 1.0	k aː n1 k a m1 n o t̚2
การกิน 1.0	k aː n1 k i n1
การกินเด็ก 1.0	k aː n1 k i n1 d e k̚2
การกินใจ 1.0	k aː n1 k i n1 t͡ɕ a j1
การกีดขวาง 1.0	k aː n1 k iː t̚2 kʰ w aː ŋ5
การก่อการร้าย 1.0	k aː n1 k ɔː2 k aː n1 r aː j4
การก่อสร้าง 1.0	k aː n1 k ɔː2 s aː ŋ3
การขอทาน 1.0	k aː n1 kʰ ɔː5 tʰ aː n1
การขัดกันด้วยอาวุธ 1.0	k aː n1 kʰ a t̚2 k a n1 d u a̯ j3 ʔ aː1 w u t̚4
การขัดกันแห่งผลประโยชน์ 1.0	k aː n1 kʰ a t̚2 k a n1 h ɛ ŋ2 pʰ o n5 p r a2 j oː t̚2
การขัดขวาง 1.0	k aː n1 kʰ a t̚2 kʰ w aː ŋ5
การขัดแย้ง 1.0	k aː n1 kʰ a t̚2 j ɛː ŋ4
การขัน 1.0	k aː n1 kʰ a n5
การขาย 1.0	k aː n1 kʰ aː j5
การขำ 1.0	k aː n1 kʰ a m5
การขี้ 1.0	k aː n1 kʰ iː3
การขุด 1.0	k aː n1 kʰ u t̚2
การขโมย 1.0	k aː n1 kʰ a2 m oː j1
การข่มขืน 1.0	k aː n1 kʰ o m2 kʰ ɯː n5
การข่มขืนกระทำชำเรา 1.0	k aː n1 t͡ɕʰ o m3 kʰ ɯː n5 k r a2 tʰ a m1 t͡ɕʰ a m1 r a w1
การคน 1.0	k aː n1 kʰ o n1
การครอบครอง 1.0	k aː n1 kʰ r ɔː p̚3 kʰ r ɔː ŋ1
การคร่า 1.0	k aː n1 kʰ r aː3
การคลาน 1.0	k aː n1 kʰ l aː n1
การควง 1.0	k aː n1 kʰ u a̯ ŋ1
การควบคุม 1.0	k aː n1 kʰ u a̯ p̚3 kʰ u m1
การควบแน่น 1.0	k aː n1 kʰ u a̯ p̚3 n ɛ n3
การคว่ำบาตร 1.0	k aː n1 kʰ w a m3 b aː t̚2
การคอย 1.0	k aː n1 kʰ ɔː j1
การคอร์รัปชัน 1.0	k aː n1 kʰ ɔː1 r a p̚4 t͡ɕʰ a n3
การคัดเลือกโดยธรรมชาติ 1.0	k aː n1 kʰ a t̚4 l ɯ a̯ k̚3 d oː j1 tʰ a m1 m a4 t͡ɕʰ aː t̚3
การคำนวณ 1.0	k aː n1 kʰ a m1 n u a̯ n1
การคืน 1.0	k aː n1 kʰ ɯː n1
การคูณ 1.0	k aː n1 kʰ uː n1
การค้า 1.0	k aː n1 kʰ aː4
การค้าประเวณี 1.0	k aː n1 kʰ aː4 p r a2 w eː1 n iː1
การค้ามนุษย์ 1.0	k aː n1 kʰ aː4 m a4 n u t̚4
การฆ่า 1.0	k aː n1 kʰ aː3
การฆ่าช้างเอางา 1.0	k aː n1 kʰ aː3 t͡ɕʰ aː ŋ4 ʔ a w1 ŋ aː1
การฆ่าตัดตอน 1.0	k aː n1 kʰ aː3 t a t̚2 t ɔː n1
การฆ่าตัวตาย 1.0	k aː n1 kʰ aː3 t u a̯1 t aː j1
การฆ่าปิดปาก 1.0	k aː n1 kʰ aː3 p i t̚2 p aː k̚2
การฆ่าฟัน 1.0	k aː n1 kʰ aː3 f a n1
การฆ่าล้างเผ่าพันธุ์ 1.0	k aː n1 kʰ aː3 l aː ŋ4 pʰ a w2 pʰ a n1
การงด 1.0	k aː n1 ŋ o t̚4
การงาน 1.0	k aː n1 ŋ aː n1
การจบการศึกษา 1.0	k aː n1 t͡ɕ o p̚2 k aː n1 s ɯ k̚2 s aː5
การจบเห่ 1.0	k aː n1 t͡ɕ o p̚2 h eː2
การจมปลัก 1.0	k aː n1 t͡ɕ o m1 p l a k̚2
การจลาจล 1.0	k aː n1 t͡ɕ a2 l aː1 t͡ɕ o n1
การจอง 1.0	k aː n1 t͡ɕ ɔː ŋ1
การจองกฐิน 1.0	k aː n1 t͡ɕ ɔː ŋ1 k a2 tʰ i n5
การจัดการ 1.0	k aː n1 t͡ɕ a t̚2 k aː n1
การจัดแจง 1.0	k aː n1 t͡ɕ a t̚2 t͡ɕ ɛː ŋ1
การจับ 1.0	k aː n1 t͡ɕ a p̚2
การจับผิด 1.0	k aː n1 t͡ɕ a p̚2 pʰ i t̚2
การจำลอง 1.0	k aː n1 t͡ɕ a m1 l ɔː ŋ1
การจีบ 1.0	k aː n1 t͡ɕ iː p̚2
การจูบ 1.0	k aː n1 t͡ɕ uː p̚2
การจ่าย 1.0	k aː n1 t͡ɕ aː j2
การฉลอง 1.0	k aː n1 t͡ɕʰ a2 l ɔː ŋ5
การฉัน 1.0	k aː n1 t͡ɕʰ a n5
การฉิบหาย 1.0	k aː n1 t͡ɕʰ i p̚2 h aː j5
การฉิบหาย 1.0	k aː n1 t͡ɕʰ i p̚4 h aː j5
การฉ้อราษฎร์บังหลวง 1.0	k aː n1 t͡ɕʰ ɔː3 r aː t̚3 b a ŋ1 l u a̯ ŋ5
การฉ้อโกง 1.0	k aː n1 t͡ɕʰ ɔː3 k oː ŋ1
การชง 1.0	k aː n1 t͡ɕʰ o ŋ1
การชนะ 1.0	k aː n1 t͡ɕʰ a4 n a ʔ4
การชยันโต 1.0	k aː n1 t͡ɕʰ a4 j a n1 t oː1
การชอบ 1.0	k aː n1 t͡ɕʰ ɔː p̚3
การชัก 1.0	k aː n1 t͡ɕʰ a k̚4
การชักใย 1.0	k aː n1 t͡ɕʰ a k̚4 j a j1
การชันสูตรพลิกศพ 1.0	k aː n1 t͡ɕʰ a n1 n a4 s uː t̚2 pʰ l i k̚4 s o p̚2
การชั่ง 1.0	k aː n1 t͡ɕʰ a ŋ3
การชำระ 1.0	k aː n1 t͡ɕʰ a m1 r a ʔ4
การชิง 1.0	k aː n1 t͡ɕʰ i ŋ1
การชิงทรัพย์ 1.0	k aː n1 t͡ɕʰ i ŋ1 s a p̚4
การชี้แจง 1.0	k aː n1 t͡ɕʰ iː4 t͡ɕ ɛː ŋ1
การชุมนุม 1.0	k aː n1 t͡ɕʰ u m1 n u m1
การช่วยตัวเอง 1.0	k aː n1 t͡ɕʰ u a̯ j3 t u a̯1 ʔ eː ŋ1
การซัดทอด 1.0	k aː n1 s a t̚4 tʰ ɔː t̚3
การซุ่ม 1.0	k aː n1 s u m3
การซ่อน 1.0	k aː n1 s ɔː n3
การณ์ 1.0	k aː n1
การดม 1.0	k aː n1 d o m1
การดอง 1.0	k aː n1 d ɔː ŋ1
การดาวน์โหลด 1.0	k aː n1 d aː w1 l oː t̚2
การดำเนิน 1.0	k aː n1 d a m1 n ɤː n1
การดำเนินคดีแบบกลุ่ม 1.0	k aː n1 d a m1 n ɤː n1 kʰ a4 d iː1 b ɛː p̚2 k l u m2
การดื่ม 1.0	k aː n1 d ɯː m2
การดู 1.0	k aː n1 d uː1
การดูหมิ่น 1.0	k aː n1 d uː1 m i n2
การดูหมิ่นซึ่งหน้า 1.0	k aː n1 d uː1 m i n2 s ɯ ŋ3 n aː3
การดูแล 1.0	k aː n1 d uː1 l ɛː1
การตลาด 1.0	k aː n1 t a2 l aː t̚2
การตอนกิ่ง 1.0	k aː n1 t ɔː n1 k i ŋ2
การตะแบง 1.0	k aː n1 t a2 b ɛː ŋ1
การตะโกน 1.0	k aː n1 t a2 k oː n1
การตัดมิให้รับมรดก 1.0	k aː n1 t a t̚2 m i4 h a j3 r a p̚4 m ɔː1 r a4 d o k̚2
การตั้งตัว 1.0	k aː n1 t a ŋ3 t u a̯1
การตาม 1.0	k aː n1 t aː m1
การติดเชื้อ 1.0	k aː n1 t i t̚2 t͡ɕʰ ɯ a̯4
การติ่ง 1.0	k aː n1 t i ŋ2
การต่อ 1.0	k aː n1 t ɔː2
การต่อยอด 1.0	k aː n1 t ɔː2 j ɔː t̚3
การต่อรอง 1.0	k aː n1 t ɔː2 r ɔː ŋ1
การต่อสู้ 1.0	k aː n1 t ɔː2 s uː3
การต้ม 1.0	k aː n1 t o m3
การถลอก 1.0	k aː n1 tʰ a2 l ɔː k̚2
การถวาย 1.0	k aː n1 tʰ a2 w aː j5
การถวายพระพร 1.0	k aː n1 tʰ a2 w aː j5 pʰ r a4 pʰ ɔː n1
การถีบ 1.0	k aː n1 tʰ iː p̚2
การถึงแก่กรรม 1.0	k aː n1 tʰ ɯ ŋ5 k ɛː2 k a m1
การถึงแก่ความตาย 1.0	k aː n1 tʰ ɯ ŋ5 k ɛː2 kʰ w aː m1 t aː j1
การถ่ายภาพ 1.0	k aː n1 tʰ aː j2 pʰ aː p̚3
การทดรอง 1.0	k aː n1 tʰ o t̚4 r ɔː ŋ1
การทดลอง 1.0	k aː n1 tʰ o t̚4 l ɔː ŋ1
การทรมาน 1.0	k aː n1 tʰ ɔː1 r a4 m aː n1
การทราบ 1.0	k aː n1 s aː p̚3
การทอดพระเนตร 1.0	k aː n1 tʰ ɔː t̚3 pʰ r a4 n eː t̚3
การทักทาย 1.0	k aː n1 tʰ a k̚4 tʰ aː j1
การทา 1.0	k aː n1 tʰ aː1
การทาน 1.0	k aː n1 tʰ aː n1
การทำความสะอาด 1.0	k aː n1 tʰ a m1 kʰ w aː m1 s a2 ʔ aː t̚2
การทำนาบนหลังคน 1.0	tʰ a m1 n aː1 b o n1 l a ŋ5 kʰ o n1
การทำมาหากิน 1.0	k aː n1 tʰ a m1 m aː1 h aː5 k i n1
การทำอาหาร 1.0	k aː n1 tʰ a m1 ʔ aː1 h aː n5
การทำแท้ง 1.0	k aː n1 tʰ a m1 tʰ ɛ ŋ4
การทุจริต 1.0	k aː n1 tʰ u t̚4 t͡ɕ a2 r i t̚2
การทุ่มตลาด 1.0	k aː n1 tʰ u m3 t a2 l aː t̚2
การทูต 1.0	k aː n1 tʰ uː t̚3
การท่องเที่ยว 1.0	k aː n1 tʰ ɔ ŋ3 tʰ i a̯ w3
การท้า 1.0	k aː n1 tʰ aː4
การท้าทาย 1.0	k aː n1 tʰ aː4 tʰ aː j1
การนฤพาน 1.0	k aː n1 n a4 r ɯ4 pʰ aː n1
การนวด 1.0	k aː n1 n u a̯ t̚3
การนอน 1.0	k aː n1 n ɔː n1
การนัด 1.0	k aː n1 n a t̚4
การนัดพร้อม 1.0	k aː n1 n a t̚4 pʰ r ɔː m4
การนัดยิ้ม 1.0	k aː n1 n a t̚4 j i m4
การนัดหมาย 1.0	k aː n1 n a t̚4 m aː j5
การนับ 1.0	k aː n1 n a p̚4
การนั่ง 1.0	k aː n1 n a ŋ3
การนั่งเทียน 1.0	k aː n1 n a ŋ3 tʰ i a̯ n1
การนำไฟฟ้า 1.0	k aː n1 n a m1 f a j1 f aː4
การนิพพาน 1.0	k aː n1 n i p̚4 pʰ aː n1
การนิมิต 1.0	k aː n1 n i4 m i t̚4
การนิยาม 1.0	k aː n1 n i4 j aː m1
การนิรมิต 1.0	k aː n1 n i4 r a4 m i t̚4
การบรรทม 1.0	k aː n1 b a n1 tʰ o m1
การบริการ 1.0	k aː n1 b ɔː1 r i4 k aː n1
การบริจาค 1.0	k aː n1 b ɔː1 r i4 t͡ɕ aː k̚2
การบริบาล 1.0	k aː n1 b ɔː1 r i4 b aː n1
การบริหาร 1.0	k aː n1 b ɔː1 r i4 h aː n5
การบล็อก 1.0	k aː n1 b l ɔ k̚4
การบวก 1.0	k aː n1 b u a̯ k̚2
การบวช 1.0	k aː n1 b u a̯ t̚2
การบังคม 1.0	k aː n1 b a ŋ1 kʰ o m1
การบังคับใช้ 1.0	k aː n1 b a ŋ1 kʰ a p̚4 t͡ɕʰ a j4
การบัญชี 1.0	k aː n1 b a n1 t͡ɕʰ iː1
การบาน 1.0	k aː n1 b aː n1
การบิน 1.0	k aː n1 b i n1
การบีบคั้น 1.0	k aː n1 b iː p̚2 kʰ a n4
การบุกรุก 1.0	k aː n1 b u k̚2 r u k̚4
การบูร 1.0	k aː1 r a4 b uː n1
การบ่อน 1.0	k aː n1 b ɔ n2
การบ้าน 1.0	k aː n1 b aː n3
การปกครอง 1.0	k aː n1 p o k̚2 kʰ r ɔː ŋ1
การปกป้อง 1.0	k aː n1 p o k̚2 p ɔ ŋ3
การปฏิบัติ 1.0	k aː n1 p a2 t i2 b a t̚2
การปฏิรูป 1.0	k aː n1 p a2 t i2 r uː p̚3
การปฏิวัติ 1.0	k aː n1 p a2 t i2 w a t̚4
การปฏิวัติ 1.0	k aː n1 p a2 t i1 w a t̚4
การปฏิวัติ 1.0	k aː n1 p a1 t i1 w a t̚4
การประกัน 1.0	k aː n1 p r a2 k a n1
การประชวร 1.0	k aː n1 p r a2 t͡ɕʰ u a̯ n1
การประชาสัมพันธ์ 1.0	k aː n1 p r a2 t͡ɕʰ aː1 s a m5 pʰ a n1
การประชุม 1.0	k aː n1 p r a2 t͡ɕʰ u m1
การประชุมสุดยอด 1.0	k aː n1 p r a2 t͡ɕʰ u m1 s u t̚2 j ɔː t̚3
การประณาม 1.0	k aː n1 p r a2 n aː m1
การประทาน 1.0	k aː n1 p r a2 tʰ aː n1
การประนาม 1.0	k aː n1 p r a2 n aː m1
การประพฤติ 1.0	k aː n1 p r a2 pʰ r ɯ t̚4
การประมวลกฎหมาย 1.0	k aː n1 p r a2 m u a̯ n1 k o t̚2 m aː j5
การประมาณ 1.0	k aː n1 p r a2 m aː n1
การประสูติ 1.0	k aː n1 p r a2 s uː t̚2
การประหาร 1.0	k aː n1 p r a2 h aː n5
การประหารชีวิต 1.0	k aː n1 p r a2 h aː n5 t͡ɕʰ iː1 w i t̚4
การประเคน 1.0	k aː n1 p r a2 kʰ eː n1
การประเชิญ 1.0	k aː n1 p r a2 t͡ɕʰ ɤː n1
การประเวณี 1.0	k aː n1 p r a2 w eː1 n iː1
การปรับตัว 1.0	k aː n1 p r a p̚2 t u a̯1
การปรับปรุง 1.0	k aː n1 p r a p̚2 p r u ŋ1
การปรากฏ 1.0	k aː n1 p r aː1 k o t̚2
การปลงพระชนม์ 1.0	k aː n1 p l o ŋ1 pʰ r a4 t͡ɕʰ o n1
การปลดแอก 1.0	k aː n1 p l o t̚2 ʔ ɛː k̚2
การปลูก 1.0	k aː n1 p l uː k̚2
การปล้นทรัพย์ 1.0	k aː n1 p l o n3 s a p̚4
การปัดฝุ่น 1.0	k aː n1 p a t̚2 f u n2
การปั่น 1.0	k aː n1 p a n2
การปั้น 1.0	k aː n1 p a n3
การปิดสวิตช์ 1.0	k aː n1 p i t̚2 s a2 w i t̚4
การปิดหีบ 1.0	k aː n1 p i t̚2 h iː p̚2
การป่วย 1.0	k aː n1 p u a̯ j2
การป้อง 1.0	k aː n1 p ɔ ŋ3
การผงก 1.0	k aː n1 pʰ a2 ŋ o k̚2
การผงะ 1.0	k aː n1 pʰ a2 ŋ a ʔ2
การผจญภัย 1.0	k aː n1 pʰ a2 t͡ɕ o n1 pʰ a j1
การผนวช 1.0	k aː n1 pʰ a2 n u a̯ t̚2
การผลัก 1.0	k aː n1 pʰ l a k̚2
การผาย 1.0	k aː n1 pʰ aː j5
การผิดประเวณี 1.0	k aː n1 pʰ i t̚2 p r a2 w eː1 n iː1
